Element_ID	Point_ID	X	Y	Z
82	0	0.009796516298550	0.000421516298550	0.000000000000000
82	1	0.009843750000000	0.000214914550665	0.000000000000000
83	0	0.009796516298550	0.000421516298550	0.000000000000000
83	1	0.009782263412517	0.000468750000000	0.000000000000000
85	0	0.009883951484582	0.000040201484582	0.000000000000000
85	1	0.009895882451672	0.000000000000000	0.000000000000000
88	0	0.009883951484582	0.000040201484582	0.000000000000000
88	1	0.009843750000000	0.000214914550665	0.000000000000000
169	0	0.020121274667615	0.000034975332385	0.000000000000000
169	1	0.020110619320020	0.000000000000000	0.000000000000000
170	0	0.020121274667615	0.000034975332385	0.000000000000000
170	1	0.020156250000000	0.000187213075919	0.000000000000000
175	0	0.020208166101729	0.000416833898271	0.000000000000000
175	1	0.020223708293433	0.000468750000000	0.000000000000000
176	0	0.020208166101729	0.000416833898271	0.000000000000000
176	1	0.020156250000000	0.000187213075919	0.000000000000000
337	0	0.009779332289054	0.000533167710946	0.000000000000000
337	1	0.009782263412517	0.000468750000000	0.000000000000000
338	0	0.009741175607819	0.000834925607819	0.000000000000000
338	1	0.009779332289054	0.000533167710946	0.000000000000000
339	0	0.009741175607819	0.000834925607819	0.000000000000000
339	1	0.009724381420126	0.000937500000000	0.000000000000000
429	0	0.020227282592304	0.000539782592304	0.000000000000000
429	1	0.020223708293433	0.000468750000000	0.000000000000000
431	0	0.020264199279654	0.000829550720346	0.000000000000000
431	1	0.020281648490466	0.000937500000000	0.000000000000000
432	0	0.020227282592304	0.000539782592304	0.000000000000000
432	1	0.020264199279654	0.000829550720346	0.000000000000000
593	0	0.009728063070612	0.001053186929388	0.000000000000000
593	1	0.009724381420126	0.000937500000000	0.000000000000000
594	0	0.009720752995220	0.001283252995220	0.000000000000000
594	1	0.009728063070612	0.001053186929388	0.000000000000000
595	0	0.009720752995220	0.001283252995220	0.000000000000000
595	1	0.009710679547803	0.001406250000000	0.000000000000000
685	0	0.020278298753251	0.001059548753251	0.000000000000000
685	1	0.020281648490466	0.000937500000000	0.000000000000000
687	0	0.020285182311637	0.001277317688363	0.000000000000000
687	1	0.020295218703930	0.001406250000000	0.000000000000000
688	0	0.020278298753251	0.001059548753251	0.000000000000000
688	1	0.020285182311637	0.001277317688363	0.000000000000000
849	0	0.009723854938039	0.001526145061961	0.000000000000000
849	1	0.009710679547803	0.001406250000000	0.000000000000000
850	0	0.009738277777076	0.001769527777076	0.000000000000000
850	1	0.009723854938039	0.001526145061961	0.000000000000000
851	0	0.009738277777076	0.001769527777076	0.000000000000000
851	1	0.009737313824944	0.001875000000000	0.000000000000000
941	0	0.020281878764465	0.001531878764465	0.000000000000000
941	1	0.020295218703930	0.001406250000000	0.000000000000000
943	0	0.020268204988368	0.001763045011632	0.000000000000000
943	1	0.020268736756440	0.001875000000000	0.000000000000000
944	0	0.020281878764465	0.001531878764465	0.000000000000000
944	1	0.020268204988368	0.001763045011632	0.000000000000000
1105	0	0.009755633358133	0.001963116641867	0.000000000000000
1105	1	0.009737313824944	0.001875000000000	0.000000000000000
1106	0	0.009810565754864	0.002310565754864	0.000000000000000
1106	1	0.009755633358133	0.001963116641867	0.000000000000000
1107	0	0.009810565754864	0.002310565754864	0.000000000000000
1107	1	0.009812111544723	0.002343750000000	0.000000000000000
1197	0	0.020249609918334	0.001968359918334	0.000000000000000
