time,north_y,north_amplitude,left_x,left_amplitude,right_x,right_amplitude
5e-05,0.005994611313610892,-5.388686389108145e-06,0.009004471831045618,4.471831045618421e-06,0.020995523931735358,-4.476068264643723e-06
0.0001,0.00599411276260861,-5.887237391389959e-06,0.009007350252633953,7.350252633953405e-06,0.020992642503776367,-7.357496223634602e-06
0.00015000000000000001,0.005994076429789622,-5.923570210377739e-06,0.009009635976185908,9.635976185909043e-06,0.02099035374615615,-9.64625384385076e-06
0.0002,0.005994156808733405,-5.843191266594744e-06,0.009011665233796895,1.1665233796896018e-05,0.02098832218569691,-1.1677814303091838e-05
0.00025,0.0059942601836114745,-5.739816388525623e-06,0.00901278559365166,1.2785593651660349e-05,0.02098720078294624,-1.279921705376122e-05
0.00030000000000000003,0.005994344114981237,-5.655885018763379e-06,0.009012648433630963,1.2648433630963254e-05,0.02098733637713534,-1.2663622864662188e-05
0.00035000000000000005,0.00599436931681616,-5.630683183839753e-06,0.00901270493151619,1.2704931516191106e-05,0.020987278534986446,-1.27214650135557e-05
0.0004000000000000001,0.00599430037337786,-5.699626622140096e-06,0.00901293190350239,1.2931903502389971e-05,0.020987050353209618,-1.2949646790383351e-05
0.0004500000000000001,0.00599412488202777,-5.875117972229879e-06,0.009013317372805474,1.3317372805474528e-05,0.02098666377897066,-1.3336221029339873e-05
0.0005000000000000001,0.005993865580623393,-6.13441937660688e-06,0.009013852797319288,1.3852797319288679e-05,0.020986127339855568,-1.3872660144433752e-05
0.0005500000000000001,0.005993577693506811,-6.4223064931891866e-06,0.009014533136522012,1.4533136522013046e-05,0.020985446055344217,-1.4553944655784634e-05
0.0006000000000000002,0.005993333833195784,-6.666166804216063e-06,0.009015352102360364,1.5352102360364703e-05,0.020984626209799153,-1.537379020084828e-05
0.0006500000000000002,0.00599319427453225,-6.805725467750462e-06,0.009016304275418769,1.630427541876936e-05,0.02098367320804178,-1.632679195822176e-05
0.0007000000000000002,0.005993169748496065,-6.83025150393507e-06,0.009017385945777884,1.7385945777884798e-05,0.020982590750120624,-1.7409249879377087e-05
0.0007500000000000002,0.005993251581690938,-6.7484183090618655e-06,0.00901859660977833,1.859660977833119e-05,0.020981379326816037,-1.8620673183963876e-05
0.0008000000000000003,0.005993426181938029,-6.573818061970764e-06,0.009019934976254543,1.993497625454345e-05,0.020980040210594016,-1.9959789405984973e-05
0.0008500000000000003,0.005993670600725364,-6.3293992746361535e-06,0.009021395992386966,2.1395992386966448e-05,0.020978578502440257,-2.142149755974404e-05
0.0009000000000000003,0.005993941995956873,-6.058004043126702e-06,0.009022977732692863,2.2977732692863392e-05,0.020976996092480448,-2.300390751955317e-05
0.0009500000000000003,0.005994164184571056,-5.835815428944027e-06,0.00902467752837776,2.4677528377760674e-05,0.020975295643101834,-2.4704356898167662e-05
0.0010000000000000002,0.005994307347654409,-5.692652345591458e-06,0.00902649508348382,2.6495083483820195e-05,0.02097347741556529,-2.6522584434710006e-05
0.0010500000000000002,0.00599437555898594,-5.62444101406042e-06,0.009028428275689235,2.842827568923581e-05,0.02097154358874008,-2.845641125992157e-05
0.0011,0.005994396019497326,-5.603980502673703e-06,0.00903047513877432,3.0475138774320454e-05,0.020969496110596952,-3.0503889403048906e-05
0.00115,0.005994431477837614,-5.568522162386312e-06,0.009032635320823412,3.2635320823412584e-05,0.020967335325128466,-3.266467487153535e-05
0.0012,0.005994524960641496,-5.47503935850388e-06,0.009034910762698219,3.491076269821966e-05,0.02096505927672568,-3.4940723274319574e-05
0.0012499999999999998,0.005994680935485133,-5.319064514866696e-06,0.00903730281942578,3.7302819425780176e-05,0.020962666641698265,-3.733335830173601e-05
0.0012999999999999997,0.005994883449403279,-5.116550596721316e-06,0.009039809318101015,3.980931810101604e-05,0.020960159560924386,-3.9840439075615464e-05
0.0013499999999999996,0.005995106081367392,-4.893918632608088e-06,0.009041850230684361,4.1850230684361764e-05,0.020958130907950734,-4.186909204926745e-05
0.0013999999999999996,0.005995321361860555,-4.678638139445079e-06,0.00904377218777342,4.3772187773421026e-05,0.020956208858212474,-4.379114178752752e-05
0.0014499999999999995,0.0059955146439577564,-4.485356042243684e-06,0.009045813183835827,4.581318383582722e-05,0.020954167788659328,-4.583221134067325e-05
