Element_ID	Point_ID	X	Y	Z
77	0	0.008984642082680	0.000078392082680	0.000000000000000
77	1	0.008989720895140	0.000000000000000	0.000000000000000
79	0	0.008998068235643	0.000376931764357	0.000000000000000
79	1	0.009009869902265	0.000468750000000	0.000000000000000
80	0	0.008984642082680	0.000078392082680	0.000000000000000
80	1	0.008998068235643	0.000376931764357	0.000000000000000
177	0	0.021006995802326	0.000086754197674	0.000000000000000
177	1	0.021001904485464	0.000000000000000	0.000000000000000
178	0	0.020994267514906	0.000369267514906	0.000000000000000
178	1	0.021006995802326	0.000086754197674	0.000000000000000
179	0	0.020994267514906	0.000369267514906	0.000000000000000
179	1	0.020981986076674	0.000468750000000	0.000000000000000
333	0	0.009012712032460	0.000575212032460	0.000000000000000
333	1	0.009009869902265	0.000468750000000	0.000000000000000
335	0	0.009039368570499	0.000804381429501	0.000000000000000
335	1	0.009064335366187	0.000937500000000	0.000000000000000
336	0	0.009012712032460	0.000575212032460	0.000000000000000
336	1	0.009039368570499	0.000804381429501	0.000000000000000
433	0	0.020978390742948	0.000584109257052	0.000000000000000
433	1	0.020981986076674	0.000468750000000	0.000000000000000
434	0	0.020953805678285	0.000797555678285	0.000000000000000
434	1	0.020978390742948	0.000584109257052	0.000000000000000
435	0	0.020953805678285	0.000797555678285	0.000000000000000
435	1	0.020928263124961	0.000937500000000	0.000000000000000
589	0	0.009089732508452	0.001120982508452	0.000000000000000
589	1	0.009064335366187	0.000937500000000	0.000000000000000
591	0	0.009104817884993	0.001207682115007	0.000000000000000
591	1	0.009147049037895	0.001406250000000	0.000000000000000
592	0	0.009089732508452	0.001120982508452	0.000000000000000
592	1	0.009104817884993	0.001207682115007	0.000000000000000
689	0	0.020900735441605	0.001130514558395	0.000000000000000
689	1	0.020928263124961	0.000937500000000	0.000000000000000
690	0	0.020888576414975	0.001201076414975	0.000000000000000
690	1	0.020900735441605	0.001130514558395	0.000000000000000
691	0	0.020888576414975	0.001201076414975	0.000000000000000
691	1	0.020845925109306	0.001406250000000	0.000000000000000
845	0	0.009195801101938	0.001585448898062	0.000000000000000
845	1	0.009147049037895	0.001406250000000	0.000000000000000
846	0	0.009238534037891	0.001738534037891	0.000000000000000
846	1	0.009195801101938	0.001585448898062	0.000000000000000
847	0	0.009238534037891	0.001738534037891	0.000000000000000
847	1	0.009269834408368	0.001875000000000	0.000000000000000
945	0	0.020798211674651	0.001579461674651	0.000000000000000
945	1	0.020845925109306	0.001406250000000	0.000000000000000
947	0	0.020750440807889	0.001749559192111	0.000000000000000
947	1	0.020722186517082	0.001875000000000	0.000000000000000
948	0	0.020798211674651	0.001579461674651	0.000000000000000
948	1	0.020750440807889	0.001749559192111	0.000000000000000
1101	0	0.009300062053112	0.001949937946888	0.000000000000000
1101	1	0.009269834408368	0.001875000000000	0.000000000000000
1102	0	0.009300062053112	0.001949937946888	0.000000000000000
1102	1	0.009375000000000	0.002129342958481	0.000000000000000
1107	0	0.009437862599449	0.002280887400551	0.000000000000000
1107	1	0.009466996976813	0.002343750000000	0.000000000000000
1108	0	0.009437862599449	0.002280887400551	0.000000000000000
1108	1	0.009375000000000	0.002129342958481	0.000000000000000
1198	0	0.020556496407094	0.002275246407094	0.000000000000000
1198	1	0.020625000000000	0.002108758581486	0.000000000000000
1199	0	0.020556496407094	0.002275246407094	0.000000000000000
1199	1	0.020524955059540	0.002343750000000	0.000000000000000
1201	0	0.020694119665384	0.001944119665384	0.000000000000000
