Element_ID	Point_ID	X	Y	Z
65	0	0.007956121870490	0.000012628129510	0.000000000000000
65	1	0.007951291586921	0.000000000000000	0.000000000000000
66	0	0.007956121870490	0.000012628129510	0.000000000000000
66	1	0.007968750000000	0.000051188093949	0.000000000000000
71	0	0.008063625953633	0.000373874046367	0.000000000000000
71	1	0.008100020947729	0.000468750000000	0.000000000000000
72	0	0.008063625953633	0.000373874046367	0.000000000000000
72	1	0.007968750000000	0.000051188093949	0.000000000000000
185	0	0.021892451550880	0.000138798449120	0.000000000000000
185	1	0.021926573034607	0.000000000000000	0.000000000000000
186	0	0.021848259706326	0.000285759706326	0.000000000000000
186	1	0.021892451550880	0.000138798449120	0.000000000000000
187	0	0.021848259706326	0.000285759706326	0.000000000000000
187	1	0.021793323010918	0.000468750000000	0.000000000000000
325	0	0.008163606595643	0.000663606595643	0.000000000000000
325	1	0.008100020947729	0.000468750000000	0.000000000000000
327	0	0.008183834879555	0.000722415120445	0.000000000000000
327	1	0.008260719919204	0.000937500000000	0.000000000000000
328	0	0.008163606595643	0.000663606595643	0.000000000000000
328	1	0.008183834879555	0.000722415120445	0.000000000000000
441	0	0.021732259355011	0.000638509355011	0.000000000000000
441	1	0.021793323010918	0.000468750000000	0.000000000000000
443	0	0.021651473427763	0.000848526572237	0.000000000000000
443	1	0.021622895225586	0.000937500000000	0.000000000000000
444	0	0.021732259355011	0.000638509355011	0.000000000000000
444	1	0.021651473427763	0.000848526572237	0.000000000000000
581	0	0.008315590416296	0.001059409583704	0.000000000000000
581	1	0.008260719919204	0.000937500000000	0.000000000000000
582	0	0.008315590416296	0.001059409583704	0.000000000000000
582	1	0.008437500000000	0.001306910726375	0.000000000000000
587	0	0.008471904232897	0.001371845767103	0.000000000000000
587	1	0.008490607943773	0.001406250000000	0.000000000000000
588	0	0.008471904232897	0.001371845767103	0.000000000000000
588	1	0.008437500000000	0.001306910726375	0.000000000000000
694	0	0.021448316236431	0.001292066236431	0.000000000000000
694	1	0.021562500000000	0.001054863629472	0.000000000000000
695	0	0.021448316236431	0.001292066236431	0.000000000000000
695	1	0.021390305345003	0.001406250000000	0.000000000000000
697	0	0.021603095076196	0.000978095076196	0.000000000000000
697	1	0.021622895225586	0.000937500000000	0.000000000000000
700	0	0.021603095076196	0.000978095076196	0.000000000000000
700	1	0.021562500000000	0.001054863629472	0.000000000000000
841	0	0.008538860556097	0.001507610556097	0.000000000000000
841	1	0.008490607943773	0.001406250000000	0.000000000000000
843	0	0.008629294808511	0.001683205191489	0.000000000000000
843	1	0.008734943241848	0.001875000000000	0.000000000000000
844	0	0.008538860556097	0.001507610556097	0.000000000000000
844	1	0.008629294808511	0.001683205191489	0.000000000000000
949	0	0.021290947777143	0.001603447777143	0.000000000000000
949	1	0.021390305345003	0.001406250000000	0.000000000000000
951	0	0.021196567993829	0.001772182006171	0.000000000000000
951	1	0.021142660617420	0.001875000000000	0.000000000000000
952	0	0.021290947777143	0.001603447777143	0.000000000000000
952	1	0.021196567993829	0.001772182006171	0.000000000000000
1097	0	0.008799987060657	0.001981262939343	0.000000000000000
1097	1	0.008734943241848	0.001875000000000	0.000000000000000
1098	0	0.008799987060657	0.001981262939343	0.000000000000000
1098	1	0.008906250000000	0.002130755976376	0.000000000000000
1103	0	0.008995245120455	0.002254754879545	0.000000000000000
1103	1	0.009056148588055	0.002343750000000	0.000000000000000
1104	0	0.008995245120455	0.002254754879545	0.000000000000000
1104	1	0.008906250000000	0.002130755976376	0.000000000000000
1202	0	0.020935838632774	0.002185838632774	0.000000000000000
1202	1	0.021093750000000	0.001945290618429	0.000000000000000
1203	0	0.020935838632774	0.002185838632774	0.000000000000000
1203	1	0.020829052714562	0.002343750000000	0.000000000000000
1205	0	0.021123797472127	0.001905047472127	0.000000000000000
1205	1	0.021142660617420	0.001875000000000	0.000000000000000
1208	0	0.021123797472127	0.001905047472127	0.000000000000000
1208	1	0.021093750000000	0.001945290618429	0.000000000000000
1357	0	0.009187577123564	0.002531172876436	0.000000000000000
1357	1	0.009056148588055	0.002343750000000	0.000000000000000
1358	0	0.009187577123564	0.002531172876436	0.000000000000000
1358	1	0.009375000000000	0.002761415727274	0.000000000000000
1363	0	0.009399450864871	0.002788049135129	0.000000000000000
1363	1	0.009418975864918	0.002812500000000	0.000000000000000
1364	0	0.009399450864871	0.002788049135129	0.000000000000000
1364	1	0.009375000000000	0.002761415727274	0.000000000000000
1454	0	0.020530183665307	0.002717683665307	0.000000000000000
1454	1	0.020625000000000	0.002606309013921	0.000000000000000
1455	0	0.020530183665307	0.002717683665307	0.000000000000000
1455	1	0.020454230359053	0.002812500000000	0.000000000000000
1457	0	0.020744478115262	0.002463228115262	0.000000000000000
1457	1	0.020829052714562	0.002343750000000	0.000000000000000
1460	0	0.020744478115262	0.002463228115262	0.000000000000000
1460	1	0.020625000000000	0.002606309013921	0.000000000000000
1617	0	0.009613772386972	0.003042477613028	0.000000000000000
1617	1	0.009418975864918	0.002812500000000	0.000000000000000
1618	0	0.009613772386972	0.003042477613028	0.000000000000000
1618	1	0.009843750000000	0.003277482407293	0.000000000000000
1623	0	0.009845720234357	0.003279279765643	0.000000000000000
1623	1	0.009847539542012	0.003281250000000	0.000000000000000
1624	0	0.009845720234357	0.003279279765643	0.000000000000000
1624	1	0.009843750000000	0.003277482407293	0.000000000000000
1706	0	0.020085155107883	0.003210155107883	0.000000000000000
1706	1	0.020156250000000	0.003141580758912	0.000000000000000
1707	0	0.020085155107883	0.003210155107883	0.000000000000000
1707	1	0.020018512525376	0.003281250000000	0.000000000000000
1709	0	0.020319006618810	0.002975256618810	0.000000000000000
1709	1	0.020454230359053	0.002812500000000	0.000000000000000
1712	0	0.020319006618810	0.002975256618810	0.000000000000000
1712	1	0.020156250000000	0.003141580758912	0.000000000000000
1877	0	0.010084331527529	0.003509418472471	0.000000000000000
