time,north_y,north_amplitude,left_x,left_amplitude,right_x,right_amplitude
5e-05,0.005994611313610892,-5.388686389108145e-06,0.009004471831045618,4.471831045618421e-06,0.020995523931735358,-4.476068264643723e-06
0.0001,0.005994105310090002,-5.894689909998266e-06,0.00900341162246069,3.4116224606906692e-06,0.02099658030462433,-3.4196953756712722e-06
0.00015000000000000001,0.005994061526565765,-5.938473434234995e-06,0.00900255609643061,2.5560964306108047e-06,0.020997433288651772,-2.566711348229306e-06
0.0002,0.00599413073889117,-5.86926110883023e-06,0.009001662303155605,1.662303155606018e-06,0.020998325246662577,-1.6747533374238122e-06
0.00025,0.005994215980455905,-5.784019544095506e-06,0.009000822020332444,8.220203324450781e-07,0.020999164149094845,-8.358509051564766e-07
0.00030000000000000003,0.005994272651943604,-5.7273480563958465e-06,0.009000068925367791,6.892536779171121e-08,0.02099991617931082,-8.382068918122432e-08
0.00035000000000000005,0.005994260199089009,-5.739800910991438e-06,0.008999413678402221,-5.863215977782582e-07,0.021000570570508224,5.705705082223456e-07
0.0004000000000000001,0.0059941417521205105,-5.858247879489582e-06,0.008998859313458726,-1.1406865412736528e-06,0.021001124239284807,1.1242392848054283e-06
0.0004500000000000001,0.005993905332806545,-6.094667193454889e-06,0.008998410099767961,-1.5899002320379774e-06,0.021001572907345563,1.5729073455615639e-06
0.0005000000000000001,0.005993572418846195,-6.427581153805456e-06,0.008998070728617238,-1.9292713827612218e-06,0.021001911856505216,1.911856505214249e-06
0.0005500000000000001,0.005993202664657149,-6.797335342850937e-06,0.008997805497807163,-2.1945021928364283e-06,0.02100217677433586,2.1767743358588887e-06
0.0006000000000000002,0.005992871478680193,-7.12852131980711e-06,0.00899760360807775,-2.3963919222498575e-06,0.021002378474650862,2.3784746508610788e-06
0.0006500000000000002,0.005992642781766295,-7.357218233704915e-06,0.008997463286774938,-2.536713225061507e-06,0.021002518814287278,2.5188142872764607e-06
0.0007000000000000002,0.0059925264244857345,-7.473575514265612e-06,0.00899736319710637,-2.636802893628623e-06,0.021002619091586,2.6190915859980457e-06
0.0007500000000000002,0.005992514981545129,-7.485018454871095e-06,0.00899728192356341,-2.7180764365884735e-06,0.021002700658913253,2.7006589132516634e-06
0.0008000000000000003,0.005992586489356366,-7.413510643634533e-06,0.008997195723628173,-2.8042763718268138e-06,0.02100278726343593,2.787263435929943e-06
0.0008500000000000003,0.005992715498264855,-7.284501735145381e-06,0.008997094919898174,-2.9050801018254413e-06,0.02100288845944458,2.8884594445791056e-06
0.0009000000000000003,0.005992827585569634,-7.172414430366494e-06,0.008996980805746606,-3.0191942533928234e-06,0.021003002890079656,3.0028900796542912e-06
0.0009500000000000003,0.005992863845879255,-7.1361541207452805e-06,0.008996862384561415,-3.1376154385840543e-06,0.02100312147508306,3.1214750830579896e-06
0.0010000000000000002,0.00599280822978695,-7.191770213049731e-06,0.008996751421783864,-3.248578216135528e-06,0.02100323234629467,3.2323462946688697e-06
0.0010500000000000002,0.005992674924360448,-7.32507563955178e-06,0.008996663525035094,-3.336474964905564e-06,0.021003319856597643,3.3198565976416683e-06
0.0011,0.005992513293456421,-7.486706543578976e-06,0.008996607916410606,-3.3920835893937185e-06,0.021003374795537766,3.374795537764569e-06
0.00115,0.005992376094619204,-7.623905380796381e-06,0.008996593967785108,-3.4060322148914135e-06,0.021003387864738942,3.3878647389407046e-06
0.0012,0.005992294501566155,-7.705498433844757e-06,0.00899662644788238,-3.3735521176199434e-06,0.021003354490078473,3.3544900784714116e-06
0.0012499999999999998,0.005992267584485728,-7.732415514272173e-06,0.008996701041203285,-3.298958796714435e-06,0.02100327918410819,3.279184108188893e-06
0.0012999999999999997,0.005992268630187317,-7.731369812683485e-06,0.008996808201636088,-3.1917983639110498e-06,0.021003171601758876,3.1716017588750978e-06
